"Tabela 839 - Área plantada, área colhida, quantidade produzida e rendimento médio de milho, 1ª e 2ª safras"
"Variável - Área plantada (Hectares)"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Ano x Produto das lavouras temporárias"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"2003";;;"2004";;;"2005";;;"2006";;;"2007";;;"2008";;;"2009";;;"2010";;;"2011";;;"2012";;;"2013";;;"2014";;;"2015";;;"2016";;;"2017";;;"2018";;;"2019";;;"2020"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra"
"2410504";"      Rafael Fernandes";"296";"296";"-";"232";"232";"-";"94";"94";"-";"264";"264";"-";"210";"210";"-";"450";"450";"-";"420";"420";"-";"75";"75";"-";"270";"270";"-";"-";"-";"-";"13";"13";"-";"72";"72";"-";"2";"2";"-";"1";"1";"-";"13";"13";"-";"139";"139";"-";"28";"28";"-";"60";"60";"-"
"2410702";"      Riacho da Cruz";"310";"310";"-";"255";"255";"-";"90";"90";"-";"180";"180";"-";"195";"195";"-";"320";"320";"-";"380";"380";"-";"3";"3";"-";"125";"125";"-";"-";"-";"-";"2";"2";"-";"70";"70";"-";"41";"41";"-";"5";"5";"-";"1";"1";"-";"110";"110";"-";"80";"80";"-";"110";"110";"-"
"2411007";"      Rodolfo Fernandes";"312";"312";"-";"46";"46";"-";"55";"55";"-";"217";"217";"-";"74";"74";"-";"108";"108";"-";"90";"90";"-";"...";"...";"...";"108";"108";"-";"14";"14";"-";"48";"48";"-";"75";"75";"-";"-";"-";"-";"25";"25";"-";"5";"5";"-";"84";"84";"-";"82";"82";"-";"87";"87";"-"
"2411908";"      São Francisco do Oeste";"286";"286";"-";"270";"270";"-";"88";"88";"-";"208";"208";"-";"217";"217";"-";"500";"500";"-";"252";"252";"-";"1";"1";"-";"95";"95";"-";"8";"8";"-";"6";"6";"-";"102";"102";"-";"-";"-";"-";"4";"4";"-";"67";"67";"-";"139";"139";"-";"220";"220";"-";"150";"150";"-"
"2413607";"      Severiano Melo";"535";"535";"-";"274";"274";"-";"108";"108";"-";"390";"390";"-";"90";"90";"-";"96";"96";"-";"126";"126";"-";"...";"...";"...";"126";"126";"-";"24";"24";"-";"160";"160";"-";"144";"144";"-";"-";"-";"-";"20";"20";"-";"20";"20";"-";"95";"95";"-";"87";"87";"-";"99";"99";"-"
"2413805";"      Taboleiro Grande";"724";"724";"-";"272";"272";"-";"96";"96";"-";"224";"224";"-";"256";"256";"-";"400";"400";"-";"400";"400";"-";"2";"2";"-";"83";"83";"-";"-";"-";"-";"3";"3";"-";"65";"65";"-";"-";"-";"-";"7";"7";"-";"9";"9";"-";"95";"95";"-";"72";"72";"-";"80";"80";"-"
"2414100";"      Tenente Ananias";"696";"696";"-";"624";"624";"-";"214";"214";"-";"521";"521";"-";"525";"525";"-";"700";"700";"-";"384";"384";"-";"150";"150";"-";"360";"360";"-";"3";"3";"-";"2";"2";"-";"153";"153";"-";"7";"7";"-";"7";"7";"-";"2";"2";"-";"97";"97";"-";"90";"90";"-";"120";"120";"-"
"2414902";"      Viçosa";"140";"140";"-";"78";"78";"-";"27";"27";"-";"121";"121";"-";"96";"96";"-";"120";"120";"-";"108";"108";"-";"2";"2";"-";"76";"76";"-";"-";"-";"-";"2";"2";"-";"59";"59";"-";"13";"13";"-";"2";"2";"-";"19";"19";"-";"168";"168";"-";"80";"80";"-";"80";"80";"-"
"24007";"    Umarizal";"5069";"5069";"-";"3677";"3677";"-";"1408";"1408";"-";"3969";"3969";"-";"3005";"3005";"-";"4766";"4766";"-";"3356";"3356";"-";"222";"222";"-";"1749";"1749";"-";"119";"119";"-";"283";"283";"-";"1308";"1308";"-";"111";"111";"-";"52";"52";"-";"200";"200";"-";"1836";"1836";"-";"1474";"1474";"-";"1786";"1786";"-"
"2400604";"      Almino Afonso";"520";"520";"-";"256";"256";"-";"120";"120";"-";"446";"446";"-";"305";"305";"-";"650";"650";"-";"292";"292";"-";"1";"1";"-";"318";"318";"-";"-";"-";"-";"7";"7";"-";"150";"150";"-";"1";"1";"-";"3";"3";"-";"6";"6";"-";"140";"140";"-";"6";"6";"-";"100";"100";"-"
"2400901";"      Antônio Martins";"440";"440";"-";"596";"596";"-";"118";"118";"-";"488";"488";"-";"350";"350";"-";"850";"850";"-";"560";"560";"-";"60";"60";"-";"189";"189";"-";"7";"7";"-";"11";"11";"-";"165";"165";"-";"16";"16";"-";"-";"-";"-";"12";"12";"-";"230";"230";"-";"162";"162";"-";"200";"200";"-"
"2404002";"      Frutuoso Gomes";"400";"400";"-";"426";"426";"-";"72";"72";"-";"288";"288";"-";"63";"63";"-";"385";"385";"-";"260";"260";"-";"60";"60";"-";"36";"36";"-";"5";"5";"-";"4";"4";"-";"98";"98";"-";"11";"11";"-";"2";"2";"-";"2";"2";"-";"70";"70";"-";"50";"50";"-";"130";"130";"-"
"2405900";"      João Dias";"356";"356";"-";"228";"228";"-";"60";"60";"-";"178";"178";"-";"115";"115";"-";"170";"170";"-";"156";"156";"-";"69";"69";"-";"111";"111";"-";"5";"5";"-";"6";"6";"-";"146";"146";"-";"18";"18";"-";"2";"2";"-";"3";"3";"-";"153";"153";"-";"75";"75";"-";"100";"100";"-"
"2406908";"      Lucrécia";"294";"294";"-";"370";"370";"-";"112";"112";"-";"248";"248";"-";"382";"382";"-";"516";"516";"-";"400";"400";"-";"2";"2";"-";"45";"45";"-";"4";"4";"-";"9";"9";"-";"38";"38";"-";"3";"3";"-";"3";"3";"-";"27";"27";"-";"84";"84";"-";"90";"90";"-";"250";"250";"-"
"2407401";"      Martins";"800";"800";"-";"600";"600";"-";"354";"354";"-";"860";"860";"-";"624";"624";"-";"850";"850";"-";"620";"620";"-";"18";"18";"-";"236";"236";"-";"12";"12";"-";"9";"9";"-";"180";"180";"-";"25";"25";"-";"3";"3";"-";"22";"22";"-";"162";"162";"-";"110";"110";"-";"120";"120";"-"
"2408409";"      Olho d'Água do Borges";"386";"386";"-";"117";"117";"-";"72";"72";"-";"72";"72";"-";"26";"26";"-";"33";"33";"-";"22";"22";"-";"...";"...";"...";"200";"200";"-";"22";"22";"-";"13";"13";"-";"9";"9";"-";"-";"-";"-";"9";"9";"-";"22";"22";"-";"360";"360";"-";"380";"380";"-";"350";"350";"-"
"2409308";"      Patu";"402";"402";"-";"71";"71";"-";"48";"48";"-";"72";"72";"-";"24";"24";"-";"29";"29";"-";"25";"25";"-";"...";"...";"...";"190";"190";"-";"35";"35";"-";"100";"100";"-";"80";"80";"-";"16";"16";"-";"24";"24";"-";"8";"8";"-";"240";"240";"-";"260";"260";"-";"152";"152";"-"
"2410603";"      Rafael Godeiro";"350";"350";"-";"262";"262";"-";"88";"88";"-";"344";"344";"-";"84";"84";"-";"400";"400";"-";"280";"280";"-";"10";"10";"-";"48";"48";"-";"4";"4";"-";"2";"2";"-";"36";"36";"-";"3";"3";"-";"2";"2";"-";"5";"5";"-";"27";"27";"-";"46";"46";"-";"100";"100";"-"
"2413557";"      Serrinha dos Pintos";"456";"456";"-";"525";"525";"-";"268";"268";"-";"429";"429";"-";"760";"760";"-";"800";"800";"-";"640";"640";"-";"2";"2";"-";"176";"176";"-";"-";"-";"-";"10";"10";"-";"122";"122";"-";"8";"8";"-";"-";"-";"-";"18";"18";"-";"160";"160";"-";"80";"80";"-";"70";"70";"-"
"2414506";"      Umarizal";"665";"665";"-";"226";"226";"-";"96";"96";"-";"544";"544";"-";"272";"272";"-";"83";"83";"-";"101";"101";"-";"...";"...";"...";"200";"200";"-";"25";"25";"-";"112";"112";"-";"284";"284";"-";"10";"10";"-";"4";"4";"-";"75";"75";"-";"210";"210";"-";"215";"215";"-";"214";"214";"-"
"2402";"  Central Potiguar";"1973";"1973";"-";"808";"808";"-";"715";"715";"-";"4838";"4838";"-";"896";"896";"-";"3426";"3426";"-";"2945";"2945";"-";"320";"320";"-";"3529";"3110";"419";"72";"4";"68";"525";"393";"132";"680";"680";"-";"92";"92";"-";"498";"498";"-";"861";"861";"-";"2763";"2763";"-";"5828";"5817";"11";"5302";"5302";"-"
"24008";"    Macau";"313";"313";"-";"255";"255";"-";"210";"210";"-";"410";"410";"-";"89";"89";"-";"366";"366";"-";"385";"385";"-";"24";"24";"-";"599";"599";"-";"-";"-";"-";"199";"199";"-";"62";"62";"-";"6";"6";"-";"136";"136";"-";"177";"177";"-";"415";"415";"-";"846";"846";"-";"840";"840";"-"
"2401859";"      Caiçara do Norte";"32";"32";"-";"48";"48";"-";"40";"40";"-";"14";"14";"-";"11";"11";"-";"12";"12";"-";"24";"24";"-";"3";"3";"-";"28";"28";"-";"-";"-";"-";"42";"42";"-";"4";"4";"-";"2";"2";"-";"19";"19";"-";"6";"6";"-";"300";"300";"-";"350";"350";"-";"291";"291";"-"
"2404101";"      Galinhos";"6";"6";"-";"1";"1";"-";"3";"3";"-";"4";"4";"-";"4";"4";"-";"7";"7";"-";"6";"6";"-";"...";"...";"...";"20";"20";"-";"-";"-";"-";"3";"3";"-";"4";"4";"-";"-";"-";"-";"1";"1";"-";"2";"2";"-";"6";"6";"-";"30";"30";"-";"25";"25";"-"
"2404507";"      Guamaré";"75";"75";"-";"19";"19";"-";"32";"32";"-";"160";"160";"-";"32";"32";"-";"243";"243";"-";"240";"240";"-";"15";"15";"-";"291";"291";"-";"-";"-";"-";"3";"3";"-";"28";"28";"-";"-";"-";"-";"1";"1";"-";"4";"4";"-";"5";"5";"-";"300";"300";"-";"330";"330";"-"
"2407203";"      Macau";"120";"120";"-";"27";"27";"-";"15";"15";"-";"220";"220";"-";"32";"32";"-";"80";"80";"-";"80";"80";"-";"1";"1";"-";"160";"160";"-";"-";"-";"-";"1";"1";"-";"2";"2";"-";"-";"-";"-";"1";"1";"-";"2";"2";"-";"2";"2";"-";"16";"16";"-";"60";"60";"-"
"2411601";"      São Bento do Norte";"80";"80";"-";"160";"160";"-";"120";"120";"-";"12";"12";"-";"10";"10";"-";"24";"24";"-";"35";"35";"-";"5";"5";"-";"100";"100";"-";"-";"-";"-";"150";"150";"-";"24";"24";"-";"4";"4";"-";"114";"114";"-";"163";"163";"-";"102";"102";"-";"150";"150";"-";"134";"134";"-"
"24009";"    Angicos";"637";"637";"-";"74";"74";"-";"129";"129";"-";"561";"561";"-";"114";"114";"-";"365";"365";"-";"710";"710";"-";"13";"13";"-";"957";"957";"-";"-";"-";"-";"96";"96";"-";"82";"82";"-";"33";"33";"-";"239";"239";"-";"84";"84";"-";"589";"589";"-";"575";"575";"-";"491";"491";"-"
"2400307";"      Afonso Bezerra";"75";"75";"-";"13";"13";"-";"10";"10";"-";"45";"45";"-";"40";"40";"-";"40";"40";"-";"200";"200";"-";"3";"3";"-";"100";"100";"-";"-";"-";"-";"14";"14";"-";"8";"8";"-";"10";"10";"-";"2";"2";"-";"10";"10";"-";"92";"92";"-";"140";"140";"-";"140";"140";"-"
"2400802";"      Angicos";"60";"60";"-";"4";"4";"-";"20";"20";"-";"60";"60";"-";"6";"6";"-";"60";"60";"-";"106";"106";"-";"3";"3";"-";"125";"125";"-";"-";"-";"-";"1";"1";"-";"12";"12";"-";"2";"2";"-";"-";"-";"-";"6";"6";"-";"38";"38";"-";"68";"68";"-";"52";"52";"-"
"2401909";"      Caiçara do Rio do Vento";"105";"105";"-";"8";"8";"-";"23";"23";"-";"70";"70";"-";"14";"14";"-";"42";"42";"-";"60";"60";"-";"...";"...";"...";"52";"52";"-";"-";"-";"-";"3";"3";"-";"...";"...";"...";"-";"-";"-";"-";"-";"-";"...";"...";"...";"6";"6";"-";"49";"49";"-";"90";"90";"-"
"2403756";"      Fernando Pedroza";"50";"50";"-";"2";"2";"-";"6";"6";"-";"30";"30";"-";"3";"3";"-";"18";"18";"-";"24";"24";"-";"1";"1";"-";"32";"32";"-";"-";"-";"-";"-";"-";"-";"14";"14";"-";"6";"6";"-";"1";"1";"-";"7";"7";"-";"92";"92";"-";"26";"26";"-";"36";"36";"-"
"2405504";"      Jardim de Angicos";"200";"200";"-";"23";"23";"-";"52";"52";"-";"80";"80";"-";"32";"32";"-";"80";"80";"-";"80";"80";"-";"2";"2";"-";"48";"48";"-";"-";"-";"-";"36";"36";"-";"38";"38";"-";"13";"13";"-";"34";"34";"-";"10";"10";"-";"73";"73";"-";"52";"52";"-";"53";"53";"-"
"2406700";"      Lajes";"30";"30";"-";"3";"3";"-";"4";"4";"-";"96";"96";"-";"0";"0";"-";"30";"30";"-";"40";"40";"-";"0";"0";"-";"80";"80";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-";"1";"1";"-";"18";"18";"-";"176";"176";"-";"74";"74";"-";"8";"8";"-"
"2409605";"      Pedra Preta";"27";"27";"-";"6";"6";"-";"4";"4";"-";"120";"120";"-";"9";"9";"-";"45";"45";"-";"80";"80";"-";"2";"2";"-";"160";"160";"-";"-";"-";"-";"38";"38";"-";"4";"4";"-";"2";"2";"-";"200";"200";"-";"32";"32";"-";"96";"96";"-";"43";"43";"-";"49";"49";"-"
"2409704";"      Pedro Avelino";"90";"90";"-";"15";"15";"-";"10";"10";"-";"60";"60";"-";"10";"10";"-";"50";"50";"-";"120";"120";"-";"2";"2";"-";"360";"360";"-";"-";"-";"-";"4";"4";"-";"5";"5";"-";"-";"-";"-";"1";"1";"-";"1";"1";"-";"16";"16";"-";"123";"123";"-";"63";"63";"-"
"24010";"    Serra de Santana";"837";"837";"-";"340";"340";"-";"251";"251";"-";"2030";"2030";"-";"467";"467";"-";"1502";"1502";"-";"775";"775";"-";"103";"103";"-";"764";"764";"-";"4";"-";"4";"107";"91";"16";"416";"416";"-";"31";"31";"-";"80";"80";"-";"540";"540";"-";"1408";"1408";"-";"3461";"3461";"-";"3500";"3500";"-"
"2401651";"      Bodó";"94";"94";"-";"87";"87";"-";"144";"144";"-";"560";"560";"-";"150";"150";"-";"220";"220";"-";"108";"108";"-";"4";"4";"-";"144";"144";"-";"-";"-";"-";"84";"84";"-";"16";"16";"-";"19";"19";"-";"37";"37";"-";"75";"75";"-";"420";"420";"-";"770";"770";"-";"1080";"1080";"-"
"2402709";"      Cerro Corá";"54";"54";"-";"40";"40";"-";"24";"24";"-";"300";"300";"-";"100";"100";"-";"400";"400";"-";"135";"135";"-";"20";"20";"-";"67";"67";"-";"-";"-";"-";"3";"3";"-";"30";"30";"-";"12";"12";"-";"30";"30";"-";"27";"27";"-";"540";"540";"-";"900";"900";"-";"500";"500";"-"
"2403806";"      Florânia";"80";"80";"-";"24";"24";"-";"24";"24";"-";"288";"288";"-";"45";"45";"-";"84";"84";"-";"40";"40";"-";"3";"3";"-";"110";"110";"-";"-";"-";"-";"-";"-";"-";"179";"179";"-";"-";"-";"-";"6";"6";"-";"4";"4";"-";"7";"7";"-";"450";"450";"-";"85";"85";"-"
"2406502";"      Lagoa Nova";"258";"258";"-";"102";"102";"-";"12";"12";"-";"210";"210";"-";"36";"36";"-";"300";"300";"-";"170";"170";"-";"55";"55";"-";"50";"50";"-";"-";"-";"-";"2";"2";"-";"2";"2";"-";"-";"-";"-";"1";"1";"-";"140";"140";"-";"175";"175";"-";"540";"540";"-";"600";"600";"-"
"2411403";"      Santana do Matos";"200";"200";"-";"23";"23";"-";"10";"10";"-";"210";"210";"-";"36";"36";"-";"120";"120";"-";"144";"144";"-";"5";"5";"-";"225";"225";"-";"-";"-";"-";"2";"2";"-";"50";"50";"-";"-";"-";"-";"6";"6";"-";"250";"250";"-";"184";"184";"-";"300";"300";"-";"500";"500";"-"
"2413003";"      São Vicente";"41";"41";"-";"27";"27";"-";"7";"7";"-";"132";"132";"-";"4";"4";"-";"238";"238";"-";"70";"70";"-";"12";"12";"-";"110";"110";"-";"4";"-";"4";"16";"-";"16";"19";"19";"-";"-";"-";"-";"-";"-";"-";"8";"8";"-";"7";"7";"-";"96";"96";"-";"60";"60";"-"
"2414159";"      Tenente Laurentino Cruz";"110";"110";"-";"37";"37";"-";"30";"30";"-";"330";"330";"-";"96";"96";"-";"140";"140";"-";"108";"108";"-";"4";"4";"-";"58";"58";"-";"-";"-";"-";"-";"-";"-";"120";"120";"-";"-";"-";"-";"-";"-";"-";"36";"36";"-";"75";"75";"-";"405";"405";"-";"675";"675";"-"
"24011";"    Seridó Ocidental";"98";"98";"-";"75";"75";"-";"71";"71";"-";"542";"542";"-";"99";"99";"-";"400";"400";"-";"286";"286";"-";"75";"75";"-";"594";"221";"373";"41";"-";"41";"95";"7";"88";"55";"55";"-";"10";"10";"-";"14";"14";"-";"37";"37";"-";"194";"194";"-";"352";"344";"8";"209";"209";"-"
"2402006";"      Caicó";"19";"19";"-";"8";"8";"-";"30";"30";"-";"70";"70";"-";"32";"32";"-";"160";"160";"-";"8";"8";"-";"60";"60";"-";"499";"128";"371";"12";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"3";"-";"-";"-";"-";"1";"1";"-";"27";"27";"-";"30";"30";"-"
"2404804";"      Ipueira";"2";"2";"-";"2";"2";"-";"6";"6";"-";"33";"33";"-";"6";"6";"-";"8";"8";"-";"25";"25";"-";"...";"...";"...";"14";"12";"2";"-";"-";"-";"5";"5";"-";"6";"6";"-";"1";"1";"-";"2";"2";"-";"20";"20";"-";"95";"95";"-";"106";"98";"8";"26";"26";"-"
"2405603";"      Jardim de Piranhas";"33";"33";"-";"38";"38";"-";"10";"10";"-";"104";"104";"-";"15";"15";"-";"49";"49";"-";"34";"34";"-";"...";"...";"...";"12";"12";"-";"-";"-";"-";"16";"-";"16";"-";"-";"-";"-";"-";"-";"2";"2";"-";"1";"1";"-";"24";"24";"-";"40";"40";"-";"90";"90";"-"
"2411809";"      São Fernando";"22";"22";"-";"1";"1";"-";"2";"2";"-";"24";"24";"-";"4";"4";"-";"30";"30";"-";"63";"63";"-";"...";"...";"...";"6";"6";"-";"-";"-";"-";"-";"-";"-";"28";"28";"-";"3";"3";"-";"2";"2";"-";"2";"2";"-";"14";"14";"-";"20";"20";"-";"16";"16";"-"
"2412104";"      São João do Sabugi";"2";"2";"-";"7";"7";"-";"14";"14";"-";"63";"63";"-";"15";"15";"-";"67";"67";"-";"51";"51";"-";"...";"...";"...";"36";"36";"-";"29";"-";"29";"64";"-";"64";"16";"16";"-";"1";"1";"-";"2";"2";"-";"9";"9";"-";"42";"42";"-";"48";"48";"-";"16";"16";"-"
"2413409";"      Serra Negra do Norte";"4";"4";"-";"13";"13";"-";"4";"4";"-";"240";"240";"-";"24";"24";"-";"80";"80";"-";"90";"90";"-";"15";"15";"-";"24";"24";"-";"-";"-";"-";"-";"-";"-";"2";"2";"-";"4";"4";"-";"3";"3";"-";"3";"3";"-";"16";"16";"-";"80";"80";"-";"20";"20";"-"
"2414308";"      Timbaúba dos Batistas";"16";"16";"-";"6";"6";"-";"5";"5";"-";"8";"8";"-";"3";"3";"-";"6";"6";"-";"15";"15";"-";"...";"...";"...";"3";"3";"-";"-";"-";"-";"10";"2";"8";"3";"3";"-";"1";"1";"-";"-";"-";"-";"2";"2";"-";"2";"2";"-";"31";"31";"-";"11";"11";"-"
"24012";"    Seridó Oriental";"88";"88";"-";"64";"64";"-";"54";"54";"-";"1295";"1295";"-";"127";"127";"-";"793";"793";"-";"789";"789";"-";"105";"105";"-";"615";"569";"46";"27";"4";"23";"28";"-";"28";"65";"65";"-";"12";"12";"-";"29";"29";"-";"23";"23";"-";"157";"157";"-";"594";"591";"3";"262";"262";"-"
"2400109";"      Acari";"4";"4";"-";"2";"2";"-";"18";"18";"-";"30";"30";"-";"2";"2";"-";"12";"12";"-";"80";"80";"-";"...";"...";"...";"40";"40";"-";"5";"2";"3";"-";"-";"-";"10";"10";"-";"-";"-";"-";"-";"-";"-";"2";"2";"-";"1";"1";"-";"85";"85";"-";"40";"40";"-"
"2402402";"      Carnaúba dos Dantas";"5";"5";"-";"1";"1";"-";"10";"10";"-";"284";"284";"-";"2";"2";"-";"9";"9";"-";"54";"54";"-";"3";"3";"-";"39";"39";"-";"8";"-";"8";"-";"-";"-";"3";"3";"-";"4";"4";"-";"4";"4";"-";"1";"1";"-";"2";"2";"-";"48";"45";"3";"9";"9";"-"
"2403004";"      Cruzeta";"25";"25";"-";"8";"8";"-";"1";"1";"-";"90";"90";"-";"21";"21";"-";"90";"90";"-";"11";"11";"-";"19";"19";"-";"20";"20";"-";"2";"-";"2";"13";"-";"13";"8";"8";"-";"-";"-";"-";"5";"5";"-";"8";"8";"-";"40";"40";"-";"60";"60";"-";"2";"2";"-"
"2403103";"      Currais Novos";"17";"17";"-";"27";"27";"-";"7";"7";"-";"420";"420";"-";"6";"6";"-";"310";"310";"-";"168";"168";"-";"9";"9";"-";"171";"126";"45";"5";"2";"3";"-";"-";"-";"10";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"5";"-";"53";"53";"-";"35";"35";"-"
"2403400";"      Equador";"0";"0";"-";"4";"4";"-";"6";"6";"-";"23";"23";"-";"15";"15";"-";"54";"54";"-";"26";"26";"-";"11";"11";"-";"20";"20";"-";"-";"-";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27";"27";"-";"19";"19";"-";"58";"58";"-"
"2405702";"      Jardim do Seridó";"13";"13";"-";"10";"10";"-";"5";"5";"-";"60";"60";"-";"4";"4";"-";"38";"38";"-";"110";"110";"-";"12";"12";"-";"60";"60";"-";"-";"-";"-";"-";"-";"-";"2";"2";"-";"6";"6";"-";"5";"5";"-";"2";"2";"-";"7";"7";"-";"32";"32";"-";"18";"18";"-"
"2408508";"      Ouro Branco";"5";"5";"-";"4";"4";"-";"2";"2";"-";"134";"134";"-";"36";"36";"-";"112";"112";"-";"126";"126";"-";"1";"1";"-";"120";"120";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-";"3";"3";"-";"-";"-";"-";"10";"10";"-";"42";"42";"-";"25";"25";"-"
"2408904";"      Parelhas";"4";"4";"-";"5";"5";"-";"5";"5";"-";"84";"84";"-";"6";"6";"-";"126";"126";"-";"124";"124";"-";"48";"48";"-";"73";"72";"1";"5";"-";"5";"-";"-";"-";"22";"22";"-";"2";"2";"-";"9";"9";"-";"9";"9";"-";"63";"63";"-";"150";"150";"-";"26";"26";"-"
"2411429";"      Santana do Seridó";"0";"0";"-";"1";"1";"-";"...";"...";"...";"20";"20";"-";"7";"7";"-";"2";"2";"-";"60";"60";"-";"1";"1";"-";"16";"16";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-";"2";"2";"-";"15";"15";"-";"30";"30";"-"
"2412401";"      São José do Seridó";"15";"15";"-";"2";"2";"-";"...";"...";"...";"150";"150";"-";"28";"28";"-";"40";"40";"-";"30";"30";"-";"1";"1";"-";"56";"56";"-";"2";"-";"2";"15";"-";"15";"6";"6";"-";"-";"-";"-";"2";"2";"-";"1";"1";"-";"-";"-";"-";"90";"90";"-";"19";"19";"-"
"2403";"  Agreste Potiguar";"17050";"17050";"-";"25651";"25651";"-";"6985";"6985";"-";"5978";"5978";"-";"4673";"4673";"-";"17172";"17172";"-";"11105";"11105";"-";"2737";"2737";"-";"16837";"16837";"-";"1";"1";"-";"4665";"4665";"-";"1648";"1648";"-";"1679";"1679";"-";"702";"702";"-";"667";"667";"-";"6557";"6557";"-";"10125";"10125";"-";"9654";"9654";"-"
"24013";"    Baixa Verde";"1460";"1460";"-";"1671";"1671";"-";"343";"343";"-";"954";"954";"-";"187";"187";"-";"497";"497";"-";"408";"408";"-";"518";"518";"-";"1508";"1508";"-";"-";"-";"-";"946";"946";"-";"121";"121";"-";"128";"128";"-";"183";"183";"-";"254";"254";"-";"411";"411";"-";"485";"485";"-";"471";"471";"-"
"2401602";"      Bento Fernandes";"360";"360";"-";"268";"268";"-";"129";"129";"-";"250";"250";"-";"10";"10";"-";"46";"46";"-";"38";"38";"-";"44";"44";"-";"240";"240";"-";"-";"-";"-";"300";"300";"-";"...";"...";"...";"10";"10";"-";"4";"4";"-";"2";"2";"-";"30";"30";"-";"42";"42";"-";"13";"13";"-"
"2405108";"      Jandaíra";"140";"140";"-";"28";"28";"-";"36";"36";"-";"54";"54";"-";"11";"11";"-";"90";"90";"-";"120";"120";"-";"5";"5";"-";"140";"140";"-";"-";"-";"-";"6";"6";"-";"36";"36";"-";"-";"-";"-";"1";"1";"-";"2";"2";"-";"15";"15";"-";"90";"90";"-";"120";"120";"-"
"2405801";"      João Câmara";"600";"600";"-";"825";"825";"-";"98";"98";"-";"270";"270";"-";"90";"90";"-";"175";"175";"-";"101";"101";"-";"420";"420";"-";"840";"840";"-";"-";"-";"-";"280";"280";"-";"60";"60";"-";"46";"46";"-";"26";"26";"-";"162";"162";"-";"114";"114";"-";"114";"114";"-";"114";"114";"-"
"2408805";"      Parazinho";"66";"66";"-";"300";"300";"-";"4";"4";"-";"60";"60";"-";"6";"6";"-";"66";"66";"-";"126";"126";"-";"...";"...";"...";"120";"120";"-";"-";"-";"-";"180";"180";"-";"1";"1";"-";"16";"16";"-";"80";"80";"-";"16";"16";"-";"180";"180";"-";"167";"167";"-";"144";"144";"-"
"2410108";"      Poço Branco";"294";"294";"-";"250";"250";"-";"76";"76";"-";"320";"320";"-";"70";"70";"-";"120";"120";"-";"23";"23";"-";"49";"49";"-";"168";"168";"-";"-";"-";"-";"180";"180";"-";"24";"24";"-";"56";"56";"-";"72";"72";"-";"72";"72";"-";"72";"72";"-";"72";"72";"-";"80";"80";"-"
"24014";"    Borborema Potiguar";"5136";"5136";"-";"10233";"10233";"-";"3644";"3644";"-";"2058";"2058";"-";"1601";"1601";"-";"8079";"8079";"-";"5083";"5083";"-";"404";"404";"-";"5978";"5978";"-";"-";"-";"-";"623";"623";"-";"21";"21";"-";"59";"59";"-";"90";"90";"-";"114";"114";"-";"3270";"3270";"-";"5705";"5705";"-";"5073";"5073";"-"
"2401503";"      Barcelona";"201";"201";"-";"215";"215";"-";"24";"24";"-";"8";"8";"-";"40";"40";"-";"180";"180";"-";"202";"202";"-";"12";"12";"-";"154";"154";"-";"-";"-";"-";"55";"55";"-";"1";"1";"-";"1";"1";"-";"1";"1";"-";"3";"3";"-";"120";"120";"-";"180";"180";"-";"180";"180";"-"
